Rating,Size,Type_of_ownership,Industry,Sector,Revenue,Easy_Apply,Job_Title_simp,Job_Seniority,avg_salary,company_name,python_yn,R_yn,spark,aws,excel,job_state,job_headquarters,age_of_company,num_comp
-1,51 to 200 employees,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),1,data_scientist,director,225,CA-One Tech Cloud,1,0,0,1,1,CA, CA,6,0
3.3,10000+ employees,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$5 to $10 billion (USD),1,data_scientist,senior,104.5,American Axle & Manufacturing,1,0,1,1,1,MI, MI,29,0
3.1,1001 to 5000 employees,Company - Public,Video Games,Media,$10+ billion (USD),1,data_analyst,na,92.5,NCSOFT,1,1,0,0,1,CA, South Korea,26,3
3,1001 to 5000 employees,Company - Private,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD),0,data_scientist,na,94.5,Ameritas Life Insurance Corp,1,0,0,0,0,OH, NE,136,0
3.8,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),1,data_scientist,senior,121,Novartis,0,0,0,0,0,MA, Switzerland,27,0
2.1,1001 to 5000 employees,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),0,data_analyst,senior,72.5,United BioSource,0,0,0,0,1,PA, PA,20,2
3.8,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),1,data_scientist,na,114.5,Novartis,0,0,0,0,0,MA, Switzerland,27,0
4.2,1001 to 5000 employees,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),1,data_analyst,na,72.5,Scientific Research Corporation,0,0,0,0,1,MD, GA,35,0
3.2,1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),1,data_analyst,manager,74,"Numeric, LLC",1,0,0,1,0,PA, PA,2024,0
3.5,1001 to 5000 employees,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),1,data_analyst,na,68.5,Esri,1,0,1,0,1,CA, CA,54,1
3.3,10000+ employees,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),1,data_analyst,director,84.5,Rochester Regional Health,0,0,0,0,0,NY, NY,9,0
4.2,501 to 1000 employees,Company - Private,Investment Banking & Asset Management,Finance,$50 to $100 million (USD),0,data_analyst,na,63.5,Clearwater Analytics,0,0,0,0,1,ID, ID,19,0
4.3,5001 to 10000 employees,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),1,data_engineer,senior,112.5,Genesys,1,0,1,1,0,NC, CA,33,3
4,501 to 1000 employees,Company - Private,Consumer Product Rental,Consumer Services,Unknown / Non-Applicable,1,data_scientist,na,97.5,Strategic Financial Solutions,1,0,0,0,1,NY, NY,16,2
3.5,201 to 500 employees,Company - Public,Advertising & Marketing,Business Services,Unknown / Non-Applicable,1,data_scientist,na,104.5,Crossix Solutions,1,0,1,1,1,NY, NY,18,0
4.8,51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),1,data_analyst,manager,61.5,HOVER,0,0,0,0,1,CA, CA,12,0
3.8,1001 to 5000 employees,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),0,data_scientist,senior,80.5,PNNL,0,0,0,0,0,WA, WA,58,3
3.7,10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),1,data_analyst,jr,99,Raytheon,1,0,0,0,0,MD, MA,101,0
2.6,501 to 1000 employees,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,1,data_analyst,senior,124,Software Engineering Institute,1,0,0,0,1,PA, PA,39,0
4.3,201 to 500 employees,Subsidiary or Business Segment,Consulting,Business Services,Unknown / Non-Applicable,0,data_scientist,na,72.5,Credera,1,0,1,1,1,TX, TX,24,0
3.2,5001 to 10000 employees,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),1,data_scientist,na,81.5,MITRE,1,0,1,0,0,VA, MA,65,3
4.4,201 to 500 employees,Company - Private,Architectural & Engineering Services,Business Services,$25 to $50 million (USD),0,data_analyst,jr,60.5,WK Dickson,0,0,0,0,0,SC, NC,94,3
3.4,1001 to 5000 employees,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),1,data_engineer,na,90,Arbella Insurance,0,0,1,0,1,MA, MA,35,0
4,10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,data_engineer,na,73,HP Inc.,0,0,0,0,0,OR, CA,84,0
3.2,51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,data_scientist,na,132.5,Formation,0,0,1,0,1,CA, CA,8,0
3.3,10000+ employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),1,data_analyst,na,51.5,Liberty Mutual Insurance,1,0,0,0,1,IN, MA,111,3
3.9,201 to 500 employees,Company - Private,Internet,Information Technology,$10 to $25 million (USD),0,data_analyst,jr,181,Tapjoy,1,0,1,0,0,CA, CA,16,2
4.4,201 to 500 employees,Company - Private,Consulting,Business Services,$50 to $100 million (USD),0,data_scientist,senior,128.5,Maven Wave Partners,1,0,0,1,1,IL, IL,15,0
3.9,51 to 200 employees,Company - Private,Financial Analytics & Research,Finance,$50 to $100 million (USD),0,data_scientist,senior,148,Zest AI,1,0,0,0,0,CA, CA,14,0
-1,51 to 200 employees,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),0,data_scientist,director,225,CA-One Tech Cloud,1,0,0,1,1,CA, CA,6,0
3.7,1001 to 5000 employees,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),1,data_scientist,na,102,Genworth,1,0,1,1,1,NC, VA,19,3
3.6,5001 to 10000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,1,data_analyst,na,20.5,Tower Health,0,0,0,0,0,PA, PA,6,0
3.3,10000+ employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),1,data_analyst,director,254,Liberty Mutual Insurance,1,0,0,0,0,IL, MA,111,3
3.2,5001 to 10000 employees,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),0,data_analyst,senior,77.5,MITRE,0,0,0,0,0,VA, MA,65,3
3.9,201 to 500 employees,Company - Private,Internet,Information Technology,$10 to $25 million (USD),1,data_analyst,senior,47,Signpost,0,0,1,0,0,NY, NY,13,0
3.5,1001 to 5000 employees,Company - Private,Banks & Credit Unions,Finance,$100 to $500 million (USD),0,data_scientist,na,99.5,First Tech Federal Credit Union,1,0,1,1,1,OR, CA,71,0
3.3,501 to 1000 employees,Company - Private,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable,1,data_analyst,na,54,Palermo's Pizza,0,0,0,0,0,WI, WI,59,0
3.7,10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),0,data_scientist,na,89,Lockheed Martin,1,0,1,0,1,VA, MD,28,3
4,10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),1,data_analyst,na,162,Adobe,1,0,0,0,1,CA, CA,41,2
3.1,5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),0,data_analyst,senior,117.5,Reynolds American,0,0,0,0,1,NC, NC,148,0
2.4,501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),0,data_analyst,na,70.5,Crown Bioscience,0,0,0,0,0,CA, CA,17,0
3.8,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,data_scientist,na,114.5,Novartis,1,0,0,0,0,MA, Switzerland,27,0
3.4,501 to 1000 employees,Nonprofit Organization,Insurance Carriers,Insurance,Unknown / Non-Applicable,0,data_analyst,senior,100,Blue Cross & Blue Shield of Rhode Island,0,0,0,1,0,RI, RI,84,1
4.1,5001 to 10000 employees,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),0,data_engineer,na,92,ManTech,0,0,0,0,0,VA, VA,55,0
2.7,201 to 500 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),0,data_analyst,jr,81,Advanced BioScience Laboratories,0,0,0,0,1,MD, MD,62,0
3.8,10000+ employees,Company - Public,Sporting Goods Stores,Retail,$5 to $10 billion (USD),1,data_scientist,na,85,DICK'S Sporting Goods - Corporate,1,0,0,0,0,PA, PA,75,3
3.1,5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),1,data_analyst,na,103.5,Reynolds American,0,0,0,0,0,KY, NC,148,0
4.4,1001 to 5000 employees,Company - Public,Internet,Information Technology,$100 to $500 million (USD),1,data_engineer,senior,102.5,Eventbrite,1,0,1,1,0,TN, CA,17,3
4.7,51 to 200 employees,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),0,data_analyst,na,51,QK,0,0,0,0,1,CA, CA,51,0
4,1001 to 5000 employees,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),0,data_analyst,na,21.5,Texas Health Huguley Hospital,0,0,0,1,0,TX, TX,46,0
3.8,501 to 1000 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),0,data_analyst,na,120.5,Agios Pharmaceuticals,0,0,0,0,0,MA, MA,15,0
4.3,1001 to 5000 employees,Company - Public,Enterprise Software & Network Solutions,Information Technology,$500 million to $1 billion (USD),1,data_analyst,na,86.5,Medidata Solutions,0,0,0,1,1,NY, NY,24,1
4.4,1001 to 5000 employees,Company - Public,Internet,Information Technology,$100 to $500 million (USD),1,data_engineer,senior,102.5,Eventbrite,1,0,1,1,0,TN, CA,17,3
3.3,10000+ employees,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),0,data_analyst,director,84.5,Rochester Regional Health,0,0,0,0,0,NY, NY,9,0
3.1,5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),1,data_analyst,na,99.5,Reynolds American,0,0,0,0,1,NC, NC,148,0
4.4,1001 to 5000 employees,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),0,data_scientist,senior,139.5,MathWorks,1,0,0,0,0,MA, MA,39,0
4,501 to 1000 employees,Company - Private,Consumer Product Rental,Consumer Services,Unknown / Non-Applicable,1,data_scientist,na,97.5,Strategic Financial Solutions,1,0,0,0,1,NY, NY,16,2
3.8,1001 to 5000 employees,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),1,data_scientist,na,76.5,PNNL,1,0,0,0,0,WA, WA,58,3
3.8,1001 to 5000 employees,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),1,data_analyst,na,53.5,Fareportal,1,0,0,0,1,NY, NY,21,3
3.4,501 to 1000 employees,Company - Private,IT Services,Information Technology,$1 to $2 billion (USD),0,data_engineer,na,80,Trace3,1,0,1,0,1,TX, CA,21,3
3,1001 to 5000 employees,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),1,data_analyst,na,37.5,Greenway Health,0,0,0,0,1,FL, FL,46,3
2.7,201 to 500 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),1,data_analyst,jr,81,Advanced BioScience Laboratories,0,0,0,0,0,MD, MD,62,0
4.2,10000+ employees,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown / Non-Applicable,1,data_engineer,na,87,The Church of Jesus Christ of Latter-day Saints,0,0,0,1,1,UT, UT,2024,0
3.7,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,data_analyst,senior,161.5,Takeda Pharmaceuticals,0,0,0,0,0,MA, Japan,242,3
4.8,501 to 1000 employees,Company - Private,Security Services,Business Services,$100 to $500 million (USD),0,data_analyst,senior,61,KnowBe4,1,0,0,0,1,FL, FL,13,0
4,1001 to 5000 employees,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,1,data_engineer,senior,162,Glassdoor,1,0,1,1,1,CA, CA,16,2
2.6,501 to 1000 employees,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,1,data_analyst,senior,124,Software Engineering Institute,0,0,0,0,0,PA, PA,39,0
3.4,1001 to 5000 employees,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),0,data_engineer,na,90,Arbella Insurance,0,0,1,0,1,MA, MA,35,0
3.4,201 to 500 employees,Company - Private,Consulting,Business Services,$50 to $100 million (USD),1,data_engineer,na,93,Pro-Sphere Tek,1,0,0,1,0,TX, VA,17,0
4,51 to 200 employees,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,0,data_engineer,na,122,Upside Business Travel,1,0,1,1,0,DC, DC,8,0
3.5,501 to 1000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),0,data_analyst,manager,64,Central California Alliance for Health,0,0,0,0,0,CA, CA,27,0
4,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,data_scientist,senior,167.5,Pfizer,0,0,0,1,1,NY, NY,174,0
3.5,201 to 500 employees,Company - Private,Consulting,Business Services,$50 to $100 million (USD),1,data_engineer,na,95.5,"SPINS, LLC",1,0,0,0,0,IL, IL,28,0
2.7,201 to 500 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),0,data_analyst,jr,81,Advanced BioScience Laboratories,0,0,0,0,1,MD, MD,62,0
3.2,1001 to 5000 employees,Company - Private,Advertising & Marketing,Business Services,$1 to $2 billion (USD),1,data_engineer,senior,134,Red Ventures,0,0,1,1,0,NC, SC,23,3
4.2,201 to 500 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),1,data_analyst,na,88,Sauce Labs,1,0,0,1,1,CA, CA,15,3
2.7,201 to 500 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),1,data_analyst,na,80.5,Advanced BioScience Laboratories,0,0,0,0,1,MD, MD,62,0
3.5,1001 to 5000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),0,data_analyst,senior,145,Sunovion,1,0,0,0,1,MA, MA,13,3
4.7,201 to 500 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),0,data_scientist,na,107,Systems & Technology Research,1,0,1,0,1,VA, MA,13,0
3.9,201 to 500 employees,Company - Private,Insurance Agencies & Brokerages,Insurance,Unknown / Non-Applicable,1,data_scientist,senior,96,Health IQ,0,0,0,0,1,TX, CA,10,0
4.6,51 to 200 employees,Company - Private,Consulting,Business Services,$5 to $10 million (USD),0,data_scientist,na,94,"Conch Technologies, Inc",1,0,1,1,0,MA, TN,2024,0
4.1,501 to 1000 employees,Company - Private,Internet,Information Technology,$100 to $500 million (USD),1,data_engineer,na,100,Centro,1,0,1,1,0,IL, IL,22,3
3.7,10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),0,data_analyst,na,61,Motorola Solutions,1,0,1,0,0,IL, IL,95,3
4.3,201 to 500 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,data_scientist,na,153.5,h2o.ai,1,0,1,1,1,CA, CA,12,0
3.5,1001 to 5000 employees,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,1,data_engineer,na,65.5,EAB,0,0,1,1,1,DC, DC,16,0
4.2,51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,data_scientist,na,142.5,Nuna,0,0,0,0,0,CA, CA,13,0
4.4,201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,1,data_analyst,director,140,Acceleron Pharma,0,0,0,0,1,MA, MA,20,0
3.9,1 to 50 employees,Company - Private,IT Services,Information Technology,Less than $1 million (USD),1,data_scientist,na,113.5,Serigor Inc.,1,0,0,0,0,CA, MD,2024,0
3.3,1001 to 5000 employees,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD),1,data_scientist,senior,98.5,Plymouth Rock Assurance,0,0,0,0,1,NJ, MA,41,2
4.7,51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),1,data_engineer,senior,94.5,Strategic Employment Partners,1,0,0,1,0,CA, CA,17,0
2.6,501 to 1000 employees,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,0,data_analyst,na,73.5,Software Engineering Institute,0,0,0,0,1,PA, PA,39,0
3.4,1001 to 5000 employees,Company - Public,Transportation Management,Transportation & Logistics,$2 to $5 billion (USD),1,data_engineer,senior,107.5,Echo Global Logistics,0,0,0,0,0,IL, IL,18,3
4.4,1 to 50 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,1,data_analyst,na,66.5,SpringML,1,0,0,0,0,IN, CA,8,0
3.4,501 to 1000 employees,Company - Private,IT Services,Information Technology,$1 to $2 billion (USD),0,data_engineer,na,80,Trace3,1,0,1,0,1,TX, CA,21,3
3.6,5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),0,data_analyst,manager,63,MassMutual,0,0,0,0,1,MA, MA,172,0
3.3,10000+ employees,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),0,data_analyst,na,61,Rochester Regional Health,0,0,0,0,0,NY, NY,9,0
2.7,201 to 500 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),1,data_analyst,jr,81,Advanced BioScience Laboratories,0,0,0,0,1,MD, MD,62,0
3.8,1001 to 5000 employees,Nonprofit Organization,Social Assistance,Non-Profit,Unknown / Non-Applicable,1,data_analyst,na,52.5,Boys Town,0,0,0,0,1,NE, NE,106,3
3.9,201 to 500 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,1,data_scientist,senior,122,Luminar Technologies,1,0,0,1,0,FL, FL,11,0
4.4,201 to 500 employees,Subsidiary or Business Segment,Metals Brokers,Mining & Metals,Unknown / Non-Applicable,0,data_scientist,senior,107,The David J. Joseph Company,1,0,0,1,0,OH, OH,138,0
3.3,10000+ employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),1,data_analyst,na,51.5,Liberty Mutual Insurance,1,0,0,0,1,IN, MA,111,3
4.2,10000+ employees,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown / Non-Applicable,0,data_engineer,na,107,The Church of Jesus Christ of Latter-day Saints,0,0,0,0,1,UT, UT,2024,0
3.7,5001 to 10000 employees,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),1,data_scientist,senior,146.5,The Hanover Insurance Group,1,0,0,0,1,MA, MA,171,0
4.4,1 to 50 employees,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,1,data_scientist,senior,116.5,Entefy,1,0,0,0,0,CA, CA,11,0
2.6,501 to 1000 employees,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,0,data_analyst,na,73.5,Software Engineering Institute,0,0,0,0,1,PA, PA,39,0
3.7,201 to 500 employees,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),0,data_scientist,na,86,Brillient,1,0,0,0,1,MD, VA,17,0
3.8,1001 to 5000 employees,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),1,data_scientist,senior,119,PNNL,0,0,0,0,0,WA, WA,58,3
4.2,51 to 200 employees,Company - Private,Education Training Services,Education,Unknown / Non-Applicable,1,data_scientist,na,75.5,ExecOnline,1,0,0,1,0,NY, NY,11,3
2.4,501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),0,data_analyst,na,70.5,Crown Bioscience,0,0,0,0,0,CA, CA,17,0
3.6,5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),1,data_analyst,director,101,MassMutual,0,0,0,0,0,MA, MA,172,0
3.3,10000+ employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),0,data_analyst,director,194.5,Liberty Mutual Insurance,1,0,0,0,0,IL, MA,111,3
3.8,501 to 1000 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),1,data_analyst,na,120.5,Agios Pharmaceuticals,0,0,0,0,0,MA, MA,15,0
3.6,10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),0,data_scientist,na,116.5,Citi,0,0,0,0,1,NJ, NY,211,0
2.3,201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),1,data_scientist,na,101,Vanda Pharmaceuticals,1,0,0,0,1,DC, DC,20,0
3.2,10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),0,data_analyst,na,25,Catholic Health Initiatives,0,0,0,0,0,NE, CO,27,2
2.9,201 to 500 employees,Nonprofit Organization,Colleges & Universities,Education,$25 to $50 million (USD),1,data_analyst,senior,61.5,National Student Clearinghouse,1,0,0,0,1,VA, VA,30,3
4,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),1,data_scientist,na,86.5,Pfizer,1,0,0,1,1,MA, NY,174,0
3.9,5001 to 10000 employees,Company - Public,Financial Analytics & Research,Finance,$1 to $2 billion (USD),0,data_scientist,senior,140,TransUnion,1,0,0,0,1,IL, IL,55,0
3.3,1 to 50 employees,Company - Private,Construction,"Construction, Repair & Maintenance",Unknown / Non-Applicable,1,data_analyst,na,26.5,Mcphail Associates,0,0,0,0,1,MA, MA,47,0
4,501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),0,data_scientist,na,143,Novetta,1,0,0,1,0,VA, VA,11,3
3.9,51 to 200 employees,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,1,data_analyst,senior,138.5,Life360,1,0,0,0,0,CA, CA,15,0
3.9,5001 to 10000 employees,Company - Public,Financial Analytics & Research,Finance,$1 to $2 billion (USD),1,data_scientist,senior,140,TransUnion,1,0,0,0,1,IL, IL,55,0
4,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),1,data_scientist,na,86.5,Pfizer,1,0,0,1,1,MA, NY,174,0
4.2,51 to 200 employees,Company - Public,Advertising & Marketing,Business Services,$25 to $50 million (USD),1,data_engineer,na,71.5,IZEA,1,0,1,1,1,FL, FL,17,2
4.7,501 to 1000 employees,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,data_analyst,director,232.5,Sage Intacct,1,0,0,0,0,CA, CA,24,0
3.4,51 to 200 employees,Company - Private,Consulting,Business Services,$10 to $25 million (USD),1,data_scientist,na,96.5,CompQsoft,1,0,0,0,0,DC, TX,26,0
3.2,1001 to 5000 employees,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,1,data_engineer,senior,109,Equian LLC,0,0,0,1,1,TN, IN,19,0
3.2,501 to 1000 employees,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,data_scientist,director,194,The Climate Corporation,0,0,0,1,1,CA, CA,17,3
4.8,51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),1,data_analyst,manager,61.5,HOVER,0,0,0,0,1,CA, CA,12,0
4.3,1001 to 5000 employees,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),1,data_analyst,senior,65.5,RTI International,0,0,0,0,0,NC, NC,65,3
3.9,5001 to 10000 employees,Company - Public,Financial Analytics & Research,Finance,$1 to $2 billion (USD),0,data_scientist,senior,140,TransUnion,1,0,0,0,1,IL, IL,55,0
3.7,501 to 1000 employees,Hospital,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),0,data_analyst,na,31.5,Vail Health,0,0,0,0,0,CO, CO,57,0
4.3,1 to 50 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,1,data_analyst,na,100.5,Stratagem Group,1,0,1,1,1,CO, CO,16,0
4.7,51 to 200 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD),0,data_analyst,na,59,DECISIVE ANALYTICS Corporation,1,0,0,0,1,AL, VA,27,2
4.7,51 to 200 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),1,data_scientist,director,140.5,Recursion Pharmaceuticals,1,0,0,1,0,UT, UT,10,0
3.9,501 to 1000 employees,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),1,data_scientist,senior,112,The Buffalo Group,1,0,1,0,0,VA, VA,13,3
4,201 to 500 employees,Company - Private,Lending,Finance,$100 to $500 million (USD),1,data_scientist,na,87,Biz2Credit Inc,0,0,0,0,1,NY, NY,16,3
3.6,5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),1,data_analyst,na,91.5,MassMutual,0,0,1,1,1,MA, MA,172,0
3.7,201 to 500 employees,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),0,data_analyst,senior,69.5,Community Behavioral Health,0,0,0,0,1,PA, PA,29,0
4.7,51 to 200 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,1,data_scientist,na,143.5,1904labs,1,0,1,0,0,MO, MO,7,2
2.7,5001 to 10000 employees,Company - Public,Financial Transaction Processing,Finance,$2 to $5 billion (USD),0,data_analyst,senior,13.5,FLEETCOR,0,0,0,0,1,TN, GA,23,0
3.3,10000+ employees,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),1,data_analyst,director,84.5,Rochester Regional Health,0,0,0,0,0,NY, NY,9,0
3.7,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),1,data_engineer,director,154.5,Takeda Pharmaceuticals,0,0,1,1,1,MA, Japan,242,3
2.9,1001 to 5000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,data_analyst,na,70,Q2 Solutions,0,0,0,0,1,NY, NC,8,0
4.2,1001 to 5000 employees,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,1,data_scientist,senior,237.5,Gallup,1,0,0,0,1,DC, DC,88,3
2.1,1001 to 5000 employees,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),1,data_analyst,senior,72.5,United BioSource,0,0,0,0,1,PA, PA,20,2
3.5,5001 to 10000 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),0,data_scientist,na,75.5,Sartorius,1,0,0,0,1,NM, Germany,153,0
3.8,1001 to 5000 employees,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),0,data_scientist,senior,98.5,PNNL,0,0,0,0,0,WA, WA,58,3
3.1,1001 to 5000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$500 million to $1 billion (USD),0,data_analyst,na,47,Icon Health and Fitness,1,0,0,0,1,UT, UT,46,3
2.1,201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),0,data_analyst,na,111.5,Cerus Corporation,0,0,0,0,1,CA, CA,2024,0
